Date,validation_loss,delta,gamma,epsilon,wB,wW,wT,wI
2001-12-31,-0.448928,1.404081,-0.013928,2.091396,0.20423,0.153231,0.25415,0.388389
2002-01-31,-0.5581995,1.4396385,-0.008184499999999997,1.854501,0.1851195,0.2405985,0.421056,0.153226
2002-02-28,-0.5571356666666666,1.4638563333333334,-0.008397666666666666,2.052035,0.16484666666666667,0.207153,0.4574186666666667,0.17058166666666666
2002-03-29,-0.49140625,1.4768397500000001,-0.01179325,2.3968685,0.12987674999999999,0.14305375,0.48869650000000003,0.238373
2002-04-30,-0.3552502,1.4599176,-0.010159399999999999,2.168808,0.1100594,0.1781724,0.49003399999999997,0.22173400000000001
2002-05-31,-0.40926783333333333,1.4542881666666665,-0.022873166666666667,1.8613359999999999,0.09962900000000001,0.15951083333333335,0.5654076666666666,0.17545283333333336
2002-06-28,-0.48626442857142854,1.4371749999999999,-0.02122928571428571,1.615707142857143,0.09015799999999999,0.13950214285714285,0.6296654285714285,0.1406747142857143
2002-07-31,-0.6511724999999999,1.445785625,-0.040844624999999996,1.35321375,0.077494875,0.15722087499999998,0.6757135,0.08957075
2002-08-30,-0.6494672222222222,1.4544464444444445,-0.04524388888888889,1.2732362222222222,0.08000155555555556,0.15499733333333332,0.6765413333333333,0.08845966666666666
2002-09-30,-0.8862367000000001,1.4612249,-0.0346037,1.4138444,0.0967696,0.14643319999999999,0.6293351,0.1274623
2002-10-31,-0.9530065454545454,1.4654215454545456,-0.023143454545454543,1.523131909090909,0.10283663636363637,0.1671821818181818,0.5950048181818182,0.13497627272727272
2002-11-29,-0.9332456666666666,1.4576500833333332,-0.009462,1.5523394166666666,0.09931424999999999,0.17071766666666666,0.6011549166666666,0.12881316666666667
2002-12-31,-0.9464529230769231,1.4547817692307692,0.014159076923076924,1.4912775384615384,0.10449153846153846,0.16250461538461541,0.5641556923076924,0.1688483846153846
2003-01-31,-0.8691665000000001,1.4590527857142859,0.024441499999999998,1.505783642857143,0.11647464285714285,0.1807127857142857,0.5369730714285714,0.1658395
2003-02-28,-0.9698443333333333,1.4689358666666665,0.04131653333333333,1.4685174,0.14941373333333333,0.18647919999999998,0.4641052666666667,0.20000173333333335
2003-03-31,-1.082661625,1.4720829375,0.0465383125,1.5494779375,0.1699620625,0.150243875,0.4637003125,0.2160936875
2003-04-30,-0.9041641176470588,1.4702892352941177,0.046179470588235294,1.7232124117647059,0.1583569411764706,0.15021223529411765,0.4901604117647059,0.20127041176470586
2003-05-30,-0.7920103333333333,1.4626341666666667,0.034522611111111115,1.8090796666666666,0.11640600000000001,0.11646294444444444,0.6158848888888888,0.15124633333333332
2003-06-30,-0.8567756315789473,1.4603935789473685,0.03051715789473684,1.7787349473684209,0.10768568421052632,0.11189947368421053,0.625963947368421,0.15445063157894737
2003-07-31,-0.8852422499999999,1.46701005,0.03582685,1.79515885,0.1025563,0.12009834999999999,0.64501735,0.1323281
2003-08-29,-0.8369265714285715,1.477764619047619,0.018101714285714287,1.7583702857142858,0.13650409523809523,0.1253169523809524,0.510837,0.22734166666666664
2003-09-30,-0.8814475909090909,1.4805732272727274,0.018496136363636364,1.8608220454545454,0.15139872727272727,0.13800940909090909,0.44903822727272724,0.2615535909090909
2003-10-31,-0.6526889130434782,1.486253347826087,0.02143891304347826,1.905892695652174,0.15251699999999999,0.16702247826086958,0.3574092173913043,0.32305134782608697
2003-11-28,-0.665018,1.4835497083333333,0.023606708333333334,1.8646231249999998,0.16700141666666668,0.15769058333333333,0.230191625,0.44511625000000005
2003-12-31,-0.6236659583333334,1.485045625,0.024826874999999998,2.127628291666667,0.16112120833333335,0.16376366666666667,0.229092,0.44602325000000004
2004-01-30,-0.7039848333333333,1.4839026666666666,0.020277791666666666,2.517319458333333,0.137203125,0.14278825,0.18907925,0.5309294166666666
2004-02-27,-0.6143745416666667,1.4885545,0.01817829166666667,2.6659302916666667,0.154907625,0.16247141666666667,0.21291579166666666,0.46970508333333333
2004-03-31,-0.6109067083333334,1.488812875,0.006204583333333334,3.6918362499999997,0.168173875,0.171748125,0.14508679166666666,0.5149910833333333
2004-04-30,-0.95437425,1.4875435000000001,-0.0002065416666666662,4.4607582500000005,0.17973970833333333,0.20368966666666666,0.133931625,0.48263900000000004
2004-05-31,-0.792353,1.4852240833333334,-0.0052314583333333345,4.879815583333333,0.16849241666666667,0.1633725,0.10008845833333334,0.5680466666666667
2004-06-30,-0.7642012083333333,1.4886145,-0.004090416666666666,4.774049458333333,0.22735395833333336,0.19012175,0.09812112499999999,0.484403
2004-07-30,-0.8294532499999999,1.4841355416666666,-0.003772625,5.252141583333334,0.24793212499999998,0.14319895833333332,0.07978966666666666,0.5290793333333333
2004-08-31,-0.7808083333333333,1.4845647499999999,-0.002264208333333334,5.748800916666667,0.30048183333333334,0.13538954166666667,0.08131995833333333,0.48280887499999997
2004-09-30,-0.6831092916666667,1.4823566666666668,-0.0021617083333333345,6.157398166666667,0.36920833333333336,0.10328325,0.06469525,0.46281304166666665
2004-10-29,-0.68269175,1.48033625,-0.003434666666666668,6.736758375,0.36344899999999997,0.089743375,0.04229708333333334,0.5045103333333333
2004-11-30,-0.7023315416666667,1.4797407500000002,-0.004795083333333333,6.997986916666666,0.3692487916666667,0.06753129166666666,0.021193958333333332,0.5420258333333333
2004-12-31,-0.6551991666666667,1.475647875,0.0022888750000000014,7.576552833333333,0.4043495,0.04686691666666667,0.014426166666666665,0.5343574999999999
2005-01-31,-0.8320041666666667,1.4758026666666666,-0.0014304999999999988,8.634623875,0.49113912499999995,0.035561375,0.011247875,0.4620517083333333
2005-02-28,-0.7452027916666667,1.4773475833333334,-0.006731666666666666,8.763953666666668,0.42638708333333336,0.033150041666666664,0.010183625,0.5302792083333333
2005-03-31,-0.8367333333333334,1.4761200416666667,-0.008929166666666667,9.23354775,0.42253029166666667,0.02441475,0.007063,0.5459919166666667
2005-04-29,-0.9318566666666667,1.4739845416666668,-0.011811833333333334,9.263322624999999,0.4685154166666667,0.019178666666666667,0.005037,0.50726925
2005-05-31,-0.9132534166666666,1.4711083333333335,-0.014330625,9.269124249999999,0.4801607083333333,0.017618416666666668,0.004335791666666667,0.49788525
2005-06-30,-0.7161932916666666,1.470734875,-0.016622791666666668,9.412025166666666,0.462875,0.015966833333333333,0.003920791666666667,0.517237625
2005-07-29,-0.5490919166666667,1.4722082499999998,-0.021403916666666665,9.118899625,0.46097758333333333,0.017521,0.004535041666666666,0.5169664583333333
2005-08-31,-0.5851594583333334,1.4753943749999998,-0.032250625,9.212884833333334,0.44211125,0.0141755,0.003528,0.5401851666666667
2005-09-30,-0.681749375,1.4725170416666666,-0.041425125,8.754435416666666,0.421376625,0.012584541666666666,0.0029104166666666666,0.563128375
2005-10-31,-0.940950375,1.470905875,-0.05095804166666667,8.159655958333333,0.43488645833333334,0.009341791666666667,0.0025559583333333333,0.553216
2005-11-30,-0.6672946249999999,1.471652,-0.05669670833333334,8.034061416666667,0.468178,0.0071119166666666666,0.0015802916666666667,0.5231297916666667
2005-12-30,-0.604041875,1.4749139166666667,-0.05680241666666667,7.999832208333333,0.452234875,0.011907583333333333,0.004430583333333333,0.531426875
2006-01-31,-0.34451625,1.4738282500000002,-0.057572208333333326,7.707046958333334,0.450870625,0.014954208333333335,0.005106875,0.5290684166666667
2006-02-28,-0.42045420833333336,1.4673734583333333,-0.06153683333333334,6.984087333333334,0.42208508333333333,0.012743541666666665,0.005083833333333333,0.5600875833333333
2006-03-31,-0.33093975000000003,1.4724252083333333,-0.06700545833333334,5.604355666666667,0.45973141666666667,0.010968333333333335,0.003985208333333334,0.525314875
2006-04-28,-0.34236395833333333,1.469517375,-0.06759370833333334,5.339737125,0.485467625,0.011458166666666667,0.004552791666666666,0.49852141666666666
2006-05-31,-0.5175740416666667,1.4699746666666667,-0.0699275,4.8691686249999995,0.46915966666666664,0.009366583333333333,0.00502375,0.5164497916666667
2006-06-30,-0.389313125,1.4679592083333333,-0.07239083333333333,4.479437541666667,0.4724075833333334,0.0070617499999999995,0.0037922500000000005,0.5167385
2006-07-31,-0.30290833333333333,1.4675446250000002,-0.07809125,3.7485575,0.48614479166666663,0.012761666666666666,0.006537875000000001,0.4945557916666667
2006-08-31,-0.18617729166666666,1.4682130000000002,-0.0882005,2.7958794583333333,0.49618008333333335,0.01176525,0.004826041666666667,0.48722875000000004
2006-09-29,0.006893916666666666,1.4737579166666668,-0.08602116666666666,3.0271079166666666,0.4828039583333333,0.01998925,0.014586666666666666,0.48262008333333334
2006-10-31,0.4595746666666667,1.4755282083333334,-0.08594254166666666,2.9625620416666667,0.465644125,0.018042333333333334,0.015866875,0.5004465833333334
2006-11-30,0.5989303333333333,1.4828944999999998,-0.08739991666666667,2.8834063333333333,0.477191,0.01125825,0.01111354166666667,0.5004370833333334
2006-12-29,0.4897259166666667,1.479386875,-0.08905,3.0704174583333335,0.4667143333333333,0.017208333333333336,0.013254750000000001,0.5028225833333334
2007-01-31,0.593877375,1.481670875,-0.09416220833333333,2.539185125,0.4444190416666667,0.015016333333333333,0.013676083333333332,0.5268885833333333
2007-02-28,0.6971567916666667,1.48077775,-0.09349495833333334,2.61075075,0.47313150000000004,0.013946291666666666,0.011146625,0.5017754583333334
2007-03-30,0.6078626666666667,1.4831654166666668,-0.0928895,2.9712091666666667,0.4799032083333334,0.013977999999999999,0.01318425,0.49293454166666667
2007-04-30,0.44249266666666665,1.4831468333333333,-0.09236495833333334,2.931973041666667,0.4680077916666667,0.013874333333333334,0.011802708333333333,0.506315125
2007-05-31,0.3140875,1.4939015,-0.08685975,3.5527279583333335,0.466625625,0.007806291666666666,0.008534083333333333,0.5170339166666666
2007-06-29,0.30909691666666667,1.5001149583333333,-0.08184895833333333,3.489419625,0.4491499583333333,0.013176583333333332,0.008654125,0.5290192083333333
2007-07-31,0.17898970833333336,1.5023945833333334,-0.07925020833333334,2.0122104999999997,0.49314875,0.008240208333333334,0.006720458333333333,0.4918904583333334
2007-08-31,0.13727395833333333,1.499389875,-0.07440066666666666,2.6218938333333335,0.4677954166666667,0.00970425,0.0072255,0.5152747916666667
2007-09-28,0.13716325,1.50140575,-0.06927483333333333,2.7887209583333337,0.4297786666666667,0.012990041666666667,0.011679125,0.5455522916666666
2007-10-31,0.18501241666666668,1.5111930416666668,-0.065829125,3.2230775416666666,0.45742645833333334,0.00861925,0.006567,0.52738725
2007-11-30,0.07483404166666667,1.51810875,-0.06711720833333333,3.155235,0.42054320833333336,0.010238291666666668,0.010507541666666667,0.5587110416666666
2007-12-31,0.03185629166666667,1.5180384583333335,-0.07017733333333333,2.8076247083333334,0.474704875,0.002610666666666667,0.001985625,0.5206988333333333
2008-01-31,0.016902083333333335,1.5177059583333332,-0.07316829166666666,2.2202411666666664,0.49197670833333335,0.002229,0.0017254999999999998,0.504068875
2008-02-29,0.0030240416666666666,1.5175430416666666,-0.0702965,1.989540875,0.47607770833333335,0.0021117083333333335,0.0016853333333333332,0.5201252083333333
2008-03-31,-0.07738891666666667,1.5166083333333333,-0.06255179166666668,1.6563380416666666,0.4893675833333333,0.002207125,0.0018142499999999999,0.5066111666666667
2008-04-30,-0.06033654166666667,1.5163598333333335,-0.058463416666666664,1.71907375,0.4729556666666667,0.002340375,0.0020105,0.5226933333333333
2008-05-30,0.0398495,1.5162577083333335,-0.056137791666666666,1.5882779166666667,0.4255192083333333,0.0022347916666666666,0.0020215416666666667,0.5702244583333334
2008-06-30,-0.003464,1.51614425,-0.054519000000000005,1.6226504583333334,0.4555609166666667,0.0023350833333333335,0.00215575,0.53994825
2008-07-31,-0.09350270833333334,1.5169392916666666,-0.050134624999999995,2.0247110416666665,0.37976204166666666,0.0025496250000000002,0.0024202083333333332,0.6152680833333334
2008-08-29,-0.110731875,1.516784375,-0.046870125000000006,2.060932375,0.4070533333333333,0.0028956666666666666,0.002781416666666667,0.5872694166666667
2008-09-30,-0.32877804166666663,1.5171772916666668,-0.036162791666666666,2.216565375,0.4114078333333333,0.0034194583333333334,0.00322475,0.58194775
2008-10-31,-0.7928052499999999,1.5168192083333334,-0.024698875,2.321171458333333,0.4646551666666667,0.0038729583333333337,0.003519166666666667,0.527952875
