Date,SPX,RTY,MXEA,MXEF,LBUSTRUU,LF98TRUU,FNERTR,SPGSCI,XAU,row_exists,memory
2001-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2002-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2002-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2002-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2002-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2002-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2002-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2002-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2002-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2002-09-30,0.162051,0.079832,0.06345,0.124937,0.203382,0.093789,0.111172,0.102063,0.059324,1,1
2002-10-31,0.1300940066576004,0.0792139992117881,0.0650060027837753,0.1109630018472671,0.2034530043601989,0.0945470035076141,0.1174060031771659,0.1170699968934059,0.0822469964623451,1,2
2002-11-29,0.1316870003938675,0.0799330025911331,0.0653560012578964,0.1067119985818862,0.2022970020771026,0.0956209972500801,0.1188350021839141,0.1160639971494674,0.0834959968924522,1,3
2002-12-31,0.1279350072145462,0.0807859972119331,0.0670259967446327,0.1081530004739761,0.1997849941253662,0.093140996992588,0.1224969998002052,0.1136950030922889,0.0869830027222633,1,4
2003-01-31,0.1247169971466064,0.08228699862957,0.0653790012001991,0.1035490036010742,0.201554998755455,0.0907099992036819,0.1290339976549148,0.1132650002837181,0.0895040035247802,1,5
2003-02-28,0.1227279976010322,0.0825249999761581,0.0654549971222877,0.1045669987797737,0.2004979997873306,0.0910340026021003,0.1316960006952285,0.1121869981288909,0.0893099978566169,1,6
2003-03-31,0.1190040037035942,0.0851849988102912,0.0693510025739669,0.1006890013813972,0.1964100003242492,0.0932890027761459,0.1296699941158294,0.1123260036110878,0.0940750017762184,1,7
2003-04-30,0.1156959980726242,0.0844219997525215,0.0681039988994598,0.1033520027995109,0.1957789957523346,0.0970410034060478,0.1282230019569397,0.1147700026631355,0.0926129966974258,1,8
2003-05-30,0.1032470017671585,0.0853340029716491,0.0683830007910728,0.097632996737957,0.1929399967193603,0.0985120013356208,0.1298210024833679,0.1156430020928382,0.1084870025515556,1,9
2003-06-30,0.1053000018000602,0.0868830010294914,0.0690909996628761,0.0970650017261505,0.188959002494812,0.0977229997515678,0.1304199993610382,0.1167600005865097,0.1077980026602745,1,10
2003-07-31,0.1028050035238266,0.0888030007481575,0.0696159973740577,0.0955749973654747,0.1891950070858001,0.0989559963345527,0.134673997759819,0.113595999777317,0.1067809984087944,1,11
2003-08-29,0.103084996342659,0.0900869965553283,0.069750003516674,0.0957529991865158,0.1888969987630844,0.0997750014066696,0.1539780050516128,0.0924879983067512,0.1061870008707046,1,12
2003-09-30,0.1025570034980773,0.0913859978318214,0.0687189996242523,0.0944150015711784,0.1875530034303665,0.1001340001821518,0.1569149941205978,0.091109000146389,0.1072129979729652,1,13
2003-10-31,0.0992060005664825,0.0904449969530105,0.0701029971241951,0.0905169993638992,0.1879519969224929,0.1009270027279853,0.1589789986610412,0.0930479988455772,0.1088239997625351,1,14
2003-11-28,0.0968860015273094,0.0899659991264343,0.0731450021266937,0.0900330021977424,0.1805009990930557,0.1036209985613823,0.162211999297142,0.0931240022182464,0.1105140000581741,1,15
2003-12-31,0.0974059998989105,0.0898109972476959,0.0722170025110244,0.0844239965081214,0.185481995344162,0.1075190007686615,0.1584299951791763,0.0909089967608451,0.1138020008802414,1,16
2004-01-30,0.0960059985518455,0.085156001150608,0.0729250013828277,0.0839190036058425,0.1867319941520691,0.112807996571064,0.1561820060014724,0.0919710025191307,0.1143010035157203,1,17
2004-02-27,0.0949599966406822,0.0888580009341239,0.0725850015878677,0.0829019993543624,0.1841589957475662,0.1091599985957145,0.1593759953975677,0.0922330021858215,0.1157670021057128,1,18
2004-03-31,0.0944449976086616,0.0879250019788742,0.0723159983754158,0.0784979984164238,0.1845239996910095,0.1099490001797676,0.158620998263359,0.0923380032181739,0.1213840022683143,1,19
2004-04-30,0.0932860001921653,0.0905409976840019,0.072962000966072,0.0786060020327568,0.184466004371643,0.1127310022711753,0.1531549990177154,0.0925820022821426,0.1216709986329078,1,20
2004-05-31,0.089367002248764,0.0911109969019889,0.0739639997482299,0.0768549963831901,0.1857430040836334,0.1194460019469261,0.1509609967470169,0.0904090031981468,0.1221449971199035,1,21
2004-06-30,0.0868550017476081,0.091398000717163,0.073753997683525,0.0768859982490539,0.1869560033082962,0.1199650019407272,0.1521659940481186,0.0898279994726181,0.1221909970045089,1,22
2004-07-30,0.0856029987335205,0.0914539992809295,0.0733259990811348,0.076663002371788,0.1888539940118789,0.1224090009927749,0.1512320041656494,0.088136002421379,0.1223210021853447,1,23
2004-08-31,0.0828090012073516,0.0888760015368461,0.0727789998054504,0.0731509998440742,0.1928959935903549,0.1200240030884742,0.1579460054636001,0.0868399962782859,0.1246789991855621,1,24
2004-09-30,0.0827990025281906,0.0892829969525337,0.0740119963884353,0.0736899971961975,0.192794993519783,0.1215969994664192,0.1572970002889633,0.085216999053955,0.1233090013265609,1,1
2004-10-29,0.084656998515129,0.0873600021004676,0.0750970020890235,0.0751139968633651,0.1886519938707351,0.1240319982171058,0.158732995390892,0.0805829986929893,0.1257729977369308,1,2
2004-11-30,0.0830729976296424,0.0901520028710365,0.0753540024161338,0.0765379965305328,0.1916390061378479,0.1287679970264434,0.1581300050020218,0.0773290023207664,0.1190159991383552,1,3
2004-12-31,0.0823410004377365,0.0902569964528083,0.0768200010061264,0.0858710035681724,0.1946790069341659,0.1324950009584427,0.1576379984617233,0.0637610033154487,0.1161390021443367,1,4
