Date,SPX,RTY,MXEA,MXEF,LBUSTRUU,LF98TRUU,FNERTR,SPGSCI,XAU
2004-01-30,0.15822500000000003,0.05670900000000001,0.17048800000000003,0.028620000000000003,0.07451400000000001,0.07184600000000001,0.21524300000000002,0.028832000000000003,0.19552300000000003
2004-02-27,0.1346088653911346,0.17227482772517227,0.03382696617303382,0.08024091975908024,0.04471195528804471,0.0717229282770717,0.18187481812518186,0.18324581675418322,0.09749290250709748
2004-03-31,0.13657286437349994,0.17087183097230513,0.03399296411089477,0.08043191687532683,0.04536795523260568,0.07200292706195151,0.1807758181934397,0.18229682289010973,0.09768690028986683
2004-04-30,0.1352570036760419,0.1705699984644354,0.03518599964401126,0.0806759956378341,0.04639200052034853,0.07324200014409415,0.17882600160202386,0.18191399899253252,0.09793700131867818
2004-05-31,0.16172984276096408,0.027325973216437743,0.07819591749388122,0.12283887210952574,0.18969381041128364,0.140759862153595,0.020469980099798744,0.19418380885979494,0.06480193289471868
2004-06-30,0.13498100537820898,0.16859200471198554,0.03641799810217319,0.08019799679370229,0.047076999790392836,0.07337400262524181,0.17917600140589474,0.18164199455349156,0.09854199663890906
2004-07-30,0.1596348471135226,0.029843969110586916,0.0797369201142342,0.1212068771375217,0.1891168096401535,0.14242585605469274,0.02190297878215911,0.19014480991651767,0.06598693213061169
2004-08-31,0.16001200646159794,0.0321590005752462,0.0818900017405115,0.12091100193390433,0.18786600197131564,0.14280599329097943,0.023833999365877323,0.18393799628328902,0.06658399837727845
2004-09-30,0.15094414690831237,0.06368106327045012,0.1591411647470878,0.034756036173126816,0.07828107928548929,0.07747907562862896,0.20840621172667817,0.04692604659854853,0.18038517566167794
2004-10-29,0.1790126448284298,0.08167183634733745,0.049435901453853875,0.1564466838792371,0.22915154069860244,0.10495779017885552,0.0729818539568616,0.08945082314913312,0.036890925507689055
2004-11-30,0.17828682345893904,0.0825179149685522,0.04979694934117947,0.1541358499005429,0.23045676547645466,0.10462289405961729,0.0727759253769359,0.08986691454525164,0.03753996287252695
2004-12-31,0.15073915086526696,0.06559906792546936,0.1539141593755149,0.03798203637879275,0.07890707740526981,0.08036807812519779,0.200143195832755,0.0575890561530186,0.17475817793871473
2005-01-31,0.17588999932963403,0.08479599686263502,0.04341100172479079,0.15292699691998587,0.15142700132514167,0.05684499836282803,0.09490200167485323,0.10478299895220622,0.13501900484792512
2005-02-28,0.17683300178312142,0.08301299717635292,0.04929099921929459,0.15273099967020387,0.22967800241323566,0.10412000003322959,0.07346200115834921,0.0917159979226142,0.039156000623598614
2005-03-31,0.17988982718261454,0.12147787751230903,0.10456689438250776,0.09303591052582845,0.10401589469514871,0.07994891916844869,0.101164895623207,0.14427385231333814,0.07162592859659761
2005-04-29,0.1798981760900613,0.12159912688643669,0.10382910162775086,0.09476409768996599,0.10215510348300685,0.08153408086773009,0.10092609916589775,0.14368813888420823,0.07160607530494212
2005-05-31,0.09191700139579925,0.0805599993509054,0.08386000308290123,0.12240099998117233,0.1796669973408207,0.13277299801091105,0.07336000407755373,0.1338019977048188,0.10165999905511734
2005-06-30,0.09310290677333923,0.08085092341026061,0.08413291581215111,0.12272187827520216,0.17873782089255622,0.13362986018678988,0.07383293047711433,0.13269986473707848,0.10029089943550804
2005-07-29,0.0937609977555349,0.08130100430027401,0.08563300285959992,0.12235700430241975,0.17762699855586142,0.13370800117930767,0.07517399694900215,0.1310839960804879,0.09935499801751224
2005-08-31,0.0939070916894316,0.08143707984038902,0.08600308327682372,0.12186112409479552,0.1770181770877358,0.1346601390078552,0.07588307628370182,0.12983913174721995,0.0993910969720475
2005-09-30,0.09297690874425558,0.08271092052776909,0.08789791266457579,0.12159587878403341,0.17557981831375166,0.1352738569530049,0.07683692594628774,0.12766887817309389,0.09945889989322804
2005-10-31,0.09304390568405788,0.08292191454310242,0.0884199160348711,0.12163487689615318,0.17527382588819532,0.13590986970057586,0.07728092165021161,0.12642786789755203,0.09908690170528044
2005-11-30,0.09314800123235581,0.08417499873172493,0.08854000336334106,0.12119799942670759,0.17380400131496787,0.13660499555323266,0.07917700021845844,0.124766998922579,0.09858600123663247
2005-12-30,0.09305709135974312,0.08441708406412732,0.08854009044045227,0.12117812124408879,0.17334317456664314,0.13764614095491728,0.08003607872723388,0.12354412251240234,0.09823809613039187
2006-01-31,0.09290699729999151,0.08480399910214545,0.08854299849676336,0.12122000099137423,0.17248399684193727,0.13755300743544852,0.08202499957401299,0.12228699864660947,0.0981770016117171
2006-02-28,0.09235800126461687,0.08454299781130994,0.08871600097951293,0.12160699905162298,0.17252400646004087,0.13845099611916395,0.08267200054728982,0.12140999824859201,0.09771899951785051
2006-03-31,0.09275499731302264,0.08462399989366534,0.08871199935674665,0.12014500051736836,0.17139999568462377,0.13889600336551666,0.08550000190734865,0.12039600312709806,0.09757199883460994
2006-04-28,0.09291499853134152,0.08477500081062313,0.08863999694585803,0.11895599961280824,0.17143100500106814,0.13972100615501407,0.08691799640655513,0.11930199712514875,0.09734199941158293
2006-05-31,0.14506686097761395,0.06561393421088048,0.1330518730321756,0.054115945260266626,0.09003190614811044,0.09110291113449964,0.18111981182832498,0.08649191533652978,0.15340484207159832
2006-06-30,0.1442102854301924,0.06654913675034307,0.13327026304852888,0.054557108902490443,0.09020517997664214,0.09026418124285966,0.18061236050003146,0.0864321760346848,0.15389930811422717
2006-07-31,0.1433961481979777,0.06694706507702705,0.1322931328958259,0.054668056409951704,0.0899250883606213,0.09043508856223419,0.18181118639334273,0.08696308473537383,0.1535611493676455
2006-08-31,0.14336385367484156,0.06704393016242524,0.1315488689145232,0.05554494283501196,0.08985291357921897,0.09063991016843977,0.18168982537626102,0.08721291474895897,0.15310284054031933
2006-09-29,0.14233000523474065,0.06717099969397855,0.1319389934393056,0.055700000168010556,0.08991499956728886,0.09008499946413566,0.18226399949839717,0.08736100015282255,0.1532350027813204
2006-10-31,0.14169700496530913,0.06756699855464321,0.1324449931548722,0.0561789984113685,0.09025000069383529,0.0893800038448721,0.18196900256711623,0.08762200209357593,0.15289099571440742
2006-11-30,0.14057199604596193,0.06807500098617747,0.1319040055129528,0.05693500095257531,0.09072399850665029,0.08848299798189477,0.18188999525498603,0.08711600271196661,0.1543010020468347
2006-12-29,0.13953299664482852,0.06842800153313572,0.1317860022360161,0.05728499899858607,0.09097400205983965,0.08749300143689286,0.18289299104854853,0.08777700266491249,0.15383100337724012
2007-01-31,0.09250208961053127,0.08462408374997334,0.08797108903642628,0.11900611838559612,0.16927616680957516,0.14360814615997258,0.11093911345975166,0.09309109584328339,0.09898209694489013
2007-02-28,0.12625774768491,0.07943884008342036,0.14479471035467775,0.05589888962506275,0.08319883510107812,0.0765078471555495,0.19638060907733565,0.08227283409690575,0.15524968682106022
2007-03-30,0.12566486725516982,0.07892091800433106,0.1447388558677214,0.05715694096114116,0.08316191830903343,0.07628092664431363,0.19622180917817994,0.08216691662656363,0.155686847153546
2007-04-30,0.09289400279521941,0.08428200334310532,0.08749300241470331,0.11804199963808062,0.16755799949169162,0.14458799362182612,0.11455000191926953,0.09047599881887432,0.10011699795722963
2007-05-31,0.12055700227410722,0.058276001146897606,0.09777799957328291,0.11106699663748225,0.18210799924243992,0.14668400531007345,0.1122620027055517,0.08819899675175917,0.08306899635840581
2007-06-29,0.11971099808489159,0.05875000050757073,0.09803100039844583,0.11067099992935733,0.18186800385119026,0.14724199638413638,0.11412499972572548,0.086387001943443,0.08321499917523931
2007-07-31,0.11929999859184034,0.05865099938733873,0.09850299956645077,0.1103470011003762,0.18188599971106656,0.14867999928176404,0.11461800166043634,0.084940000102818,0.08307500059790907
2007-08-31,0.11840123571405113,0.05885711932603344,0.0986262003365747,0.11039722484986099,0.1815693590205727,0.1487742961964434,0.11567723093312321,0.08402316720956544,0.0836741664137748
2007-09-28,0.09265700120712815,0.08338599776306742,0.08747100215362012,0.11775399919977787,0.1670359994029403,0.1454560033299924,0.11666499997176231,0.08709699790324263,0.10247799906846881
2007-10-31,0.11633987900574803,0.05930193859776342,0.09995290231989129,0.11027888996310838,0.18045381865283533,0.14913585627147172,0.11756288312546413,0.08263791950465665,0.08433591255906112
2007-11-30,0.11577300068566951,0.05952899947411563,0.09994500204879793,0.11042899720690398,0.1798730058958606,0.14934599510838092,0.11762999830864372,0.08275599839356536,0.08471900287806239
2007-12-31,0.11580788703071426,0.05973894145326198,0.10034689719614219,0.11003589075200733,0.1797638230893591,0.14978584594053515,0.11816287909577938,0.08166091931936746,0.08469691612283316
2008-01-31,0.12373387288992974,0.06415593876651123,0.09599090398272841,0.11640988502402248,0.17905782034392848,0.14573185388892684,0.11067888929210563,0.0888869091888313,0.07535392662301583
2008-02-29,0.1510871506824422,0.07174206928681745,0.0658080633913907,0.12231212308639568,0.1433711429563315,0.061080061820508645,0.12626712615436148,0.10088309956678927,0.15744916305496312
2008-03-31,0.15016899779187154,0.07212500166706735,0.06582099846272171,0.12173999664574864,0.14263300385127958,0.061250998657181824,0.12663100471152364,0.10237999852925539,0.15724999968335038
2008-04-30,0.15070885330712855,0.07229493073095933,0.06580593597075005,0.12077187655087172,0.14217785760205995,0.06087594012217219,0.12665686824402278,0.10368289916465405,0.15702483830738131
2008-05-30,0.12210112516397999,0.06431006451076847,0.09702909883825059,0.11480111340397166,0.1786381773262629,0.14135313946028774,0.1108081122480576,0.08981008987257048,0.08114907917585047
2008-06-30,0.12221799881918731,0.06402300345914809,0.09688600224916642,0.11488200064660607,0.17839999629855155,0.1414339999961406,0.11057899974717951,0.08952999926753342,0.08204799951648709
2008-07-31,0.1511511529224371,0.07202607160439066,0.068225064696902,0.11888311795725943,0.14336914780102952,0.060789061159854565,0.1264551208035182,0.10363610043418046,0.15546516262042806
