Date,validation_loss,delta,gamma,epsilon,wB,wW,wT,wI
2001-12-31,-0.485253,1.256263,-0.035851,1.305935,0.145686,0.116666,0.512757,0.224891
2002-01-31,-0.5519229999999999,1.369251,-0.012532499999999999,1.8143034999999998,0.14647949999999998,0.19017499999999998,0.568531,0.0948145
2002-02-28,-0.5514206666666667,1.4203149999999998,-0.009383666666666669,2.146402,0.15276133333333333,0.19614433333333334,0.5186443333333334,0.13245
2002-03-29,-0.5154595,1.44345975,-0.015458250000000002,2.53950325,0.1192735,0.131095,0.5369032499999999,0.21272850000000001
2002-04-30,-0.3724598,1.4302788,-0.0082068,2.241682,0.10949279999999999,0.1719176,0.49954,0.2190498
2002-05-31,-0.41918300000000003,1.4276136666666668,-0.02010433333333333,1.6339123333333332,0.102182,0.16976833333333333,0.5600086666666667,0.168041
2002-06-28,-0.49817657142857147,1.410582,-0.019935428571428573,1.5338818571428572,0.09278885714285715,0.1585292857142857,0.6012135714285715,0.14746828571428572
2002-07-31,-0.6597538749999999,1.422862625,-0.032390125,1.401916,0.078308125,0.198002375,0.6245197499999999,0.09917
2002-08-30,-0.6652188888888889,1.4365088888888888,-0.03687544444444444,1.3815256666666667,0.08483633333333335,0.19072955555555557,0.6304876666666667,0.09394611111111112
2002-09-30,-0.8994249,1.4423968,-0.0301088,1.6962868,0.0979171,0.1721352,0.5841159,0.1458317
2002-10-31,-0.9478032727272727,1.4467196363636363,-0.021144727272727273,1.7246718181818181,0.10420045454545454,0.19685809090909093,0.557487,0.14145427272727273
2002-11-29,-0.9420857499999999,1.4346781666666668,-0.0034815000000000007,1.7406228333333333,0.09854191666666667,0.17988383333333333,0.5854419166666667,0.13613216666666667
2002-12-31,-0.9668586153846154,1.4351503076923076,0.010876076923076924,1.7379580000000001,0.10712830769230769,0.17261246153846152,0.5414107692307693,0.1788486923076923
2003-01-31,-0.8849132142857143,1.4389570714285715,0.0197295,1.6829912857142857,0.11606749999999999,0.183062,0.5181480714285714,0.1827222857142857
2003-02-28,-0.9670217999999999,1.4550066666666666,0.040164399999999996,1.6337604,0.14252366666666666,0.18137066666666665,0.45906986666666666,0.2170358
2003-03-31,-1.0823169375,1.4580555625,0.0408030625,1.7572738125,0.15402675,0.1585869375,0.4608038125,0.226582625
2003-04-30,-0.9093544117647059,1.4598794705882354,0.039181529411764705,2.1258634705882353,0.14646947058823528,0.15859294117647058,0.4817751764705882,0.21316235294117647
2003-05-30,-0.7870051666666666,1.461067111111111,0.020984444444444444,2.459280888888889,0.11348933333333333,0.10829944444444445,0.5956356111111112,0.1825756111111111
2003-06-30,-0.8634373684210527,1.457126,0.018717736842105263,2.431547315789474,0.10949257894736843,0.10731073684210526,0.5983176842105263,0.184879
2003-07-31,-0.890941,1.4603348,0.0262408,2.4957819,0.10301835000000001,0.12178010000000002,0.61589125,0.1593106
2003-08-29,-0.8531435238095239,1.4724598095238095,0.008245619047619047,2.350836666666667,0.1295798095238095,0.12012580952380951,0.4716277619047619,0.2786668095238095
2003-09-30,-0.8909322272727273,1.4714292272727272,0.007869863636363637,2.4278895,0.14174595454545455,0.1301416818181818,0.42929890909090906,0.2988133636363636
2003-10-31,-0.6646468260869566,1.4765731739130434,0.013273000000000002,2.76258047826087,0.16118004347826087,0.15531921739130433,0.34804291304347823,0.3354577391304348
